ndc,ADHD,ANTIDEPRESSANT,ANTIPSYCHOTIC,MOODSTABILIZER,ANTIANXIETY,SLEEP
548685275,0,1,0,0,0,0
545694703,0,1,0,0,0,0
545694879,0,1,0,0,0,0
511294559,0,1,0,0,0,0
672280419,0,1,0,0,0,0
672280455,0,1,0,0,0,0
551546661,0,1,0,0,0,0
551546660,0,1,0,0,0,0
551548266,0,1,0,0,0,0
551548267,0,1,0,0,0,0
551548269,0,1,0,0,0,0
597624802,0,1,0,0,0,0
597624801,0,1,0,0,0,0
597624800,0,1,0,0,0,0
545695627,0,1,0,0,0,0
672280477,0,1,0,0,0,0
605052520,0,1,0,0,0,0
605052519,0,1,0,0,0,0
000540062,0,1,0,0,0,0
006156512,0,1,0,0,0,0
006156511,0,1,0,0,0,0
006156510,0,1,0,0,0,0
009046084,0,1,0,0,0,0
009046085,0,1,0,0,0,0
009046086,0,1,0,0,0,0
538080351,0,1,0,0,0,0
000934740,0,1,0,0,0,0
000934741,0,1,0,0,0,0
000934742,0,1,0,0,0,0
006156510,0,1,0,0,0,0
105440149,0,1,0,0,0,0
105440150,0,1,0,0,0,0
136680009,0,1,0,0,0,0
136680010,0,1,0,0,0,0
136680011,0,1,0,0,0,0
165900055,0,1,0,0,0,0
165900056,0,1,0,0,0,0
165900480,0,1,0,0,0,0
216950030,0,1,0,0,0,0
216950031,0,1,0,0,0,0
216950032,0,1,0,0,0,0
242360727,0,1,0,0,0,0
428060019,0,1,0,0,0,0
428060020,0,1,0,0,0,0
428060021,0,1,0,0,0,0
458020306,0,1,0,0,0,0
458020596,0,1,0,0,0,0
458020616,0,1,0,0,0,0
493490192,0,1,0,0,0,0
493490213,0,1,0,0,0,0
493490294,0,1,0,0,0,0
493490697,0,1,0,0,0,0
538080225,0,1,0,0,0,0
538080227,0,1,0,0,0,0
538080350,0,1,0,0,0,0
544580980,0,1,0,0,0,0
544580981,0,1,0,0,0,0
548380540,0,1,0,0,0,0
551548266,0,1,0,0,0,0
551548267,0,1,0,0,0,0
551548269,0,1,0,0,0,0
552890883,0,1,0,0,0,0
576640507,0,1,0,0,0,0
576640508,0,1,0,0,0,0
576640509,0,1,0,0,0,0
636291318,0,1,0,0,0,0
647200170,0,1,0,0,0,0
647200171,0,1,0,0,0,0
647200172,0,1,0,0,0,0
651620052,0,1,0,0,0,0
651620053,0,1,0,0,0,0
651620054,0,1,0,0,0,0
658620074,0,1,0,0,0,0
670460107,0,1,0,0,0,0
670460108,0,1,0,0,0,0
670460109,0,1,0,0,0,0
670460110,0,1,0,0,0,0
670460111,0,1,0,0,0,0
670460112,0,1,0,0,0,0
670460113,0,1,0,0,0,0
670460114,0,1,0,0,0,0
670460115,0,1,0,0,0,0
670460116,0,1,0,0,0,0
684620113,0,1,0,0,0,0
684620114,0,1,0,0,0,0
684620115,0,1,0,0,0,0
686450252,0,1,0,0,0,0
686450282,0,1,0,0,0,0
687880005,0,1,0,0,0,0
548684159,0,1,0,0,0,0
548684226,0,1,0,0,0,0
548684985,0,1,0,0,0,0
000934521,0,1,0,0,0,0
000934522,0,1,0,0,0,0
000934523,0,1,0,0,0,0
493490414,0,1,0,0,0,0
493490423,0,1,0,0,0,0
636293317,0,1,0,0,0,0
636293338,0,1,0,0,0,0
493490425,0,1,0,0,0,0
493490462,0,1,0,0,0,0
317220206,0,1,0,0,0,0
317220207,0,1,0,0,0,0
317220208,0,1,0,0,0,0
672960683,0,1,0,0,0,0
004564010,0,1,0,0,0,0
004564020,0,1,0,0,0,0
004564040,0,1,0,0,0,0
607600009,0,1,0,0,0,0
544580922,0,1,0,0,0,0
131070005,0,1,0,0,0,0
131070006,0,1,0,0,0,0
131070007,0,1,0,0,0,0
430630221,0,1,0,0,0,0
762370135,0,1,0,0,0,0
762370136,0,1,0,0,0,0
762370137,0,1,0,0,0,0
353560028,0,1,0,0,0,0
499990654,0,1,0,0,0,0
499990789,0,1,0,0,0,0
529590773,0,1,0,0,0,0
353560046,0,1,0,0,0,0
604290173,0,1,0,0,0,0
604290174,0,1,0,0,0,0
604290175,0,1,0,0,0,0
003786231,0,1,0,0,0,0
003786232,0,1,0,0,0,0
003786233,0,1,0,0,0,0
353560718,0,1,0,0,0,0
353560720,0,1,0,0,0,0
422540066,0,1,0,0,0,0
422540108,0,1,0,0,0,0
422540116,0,1,0,0,0,0
422540119,0,1,0,0,0,0
430630063,0,1,0,0,0,0
430630249,0,1,0,0,0,0
430630385,0,1,0,0,0,0
544580912,0,1,0,0,0,0
551543329,0,1,0,0,0,0
661160445,0,1,0,0,0,0
680840580,0,1,0,0,0,0
762820206,0,1,0,0,0,0
762820207,0,1,0,0,0,0
762820208,0,1,0,0,0,0
246580140,0,1,0,0,0,0
246580141,0,1,0,0,0,0
246580142,0,1,0,0,0,0
493490517,0,1,0,0,0,0
493490731,0,1,0,0,0,0
504360916,0,1,0,0,0,0
504360917,0,1,0,0,0,0
521250032,0,1,0,0,0,0
521250168,0,1,0,0,0,0
521250289,0,1,0,0,0,0
521250303,0,1,0,0,0,0
534010200,0,1,0,0,0,0
534010201,0,1,0,0,0,0
534010202,0,1,0,0,0,0
551543349,0,1,0,0,0,0
551546268,0,1,0,0,0,0
551546269,0,1,0,0,0,0
551546279,0,1,0,0,0,0
581184742,0,1,0,0,0,0
661160329,0,1,0,0,0,0
687880802,0,1,0,0,0,0
687889692,0,1,0,0,0,0
105440179,0,1,0,0,0,0
105440182,0,1,0,0,0,0
332610026,0,1,0,0,0,0
332610027,0,1,0,0,0,0
332610028,0,1,0,0,0,0
353560868,0,1,0,0,0,0
430630481,0,1,0,0,0,0
544580889,0,1,0,0,0,0
544580896,0,1,0,0,0,0
581180507,0,1,0,0,0,0
581180508,0,1,0,0,0,0
581181116,0,1,0,0,0,0
585170100,0,1,0,0,0,0
607600495,0,1,0,0,0,0
661160352,0,1,0,0,0,0
661160353,0,1,0,0,0,0
661160390,0,1,0,0,0,0
661160405,0,1,0,0,0,0
661160409,0,1,0,0,0,0
661160455,0,1,0,0,0,0
680840066,0,1,0,0,0,0
686450467,0,1,0,0,0,0
516550670,0,1,0,0,0,0
521250835,0,1,0,0,0,0
619190056,0,1,0,0,0,0
680840737,0,1,0,0,0,0
680840744,0,1,0,0,0,0
006157830,0,1,0,0,0,0
006157831,0,1,0,0,0,0
006157832,0,1,0,0,0,0
521250953,0,1,0,0,0,0
537460052,0,1,0,0,0,0
537460053,0,1,0,0,0,0
537460054,0,1,0,0,0,0
538080976,0,1,0,0,0,0
551545895,0,1,0,0,0,0
607600496,0,1,0,0,0,0
631870140,0,1,0,0,0,0
642050207,0,1,0,0,0,0
647250010,0,1,0,0,0,0
242360759,0,1,0,0,0,0
484330316,0,1,0,0,0,0
538080906,0,1,0,0,0,0
538080922,0,1,0,0,0,0
538081037,0,1,0,0,0,0
538081038,0,1,0,0,0,0
538081077,0,1,0,0,0,0
617860121,0,1,0,0,0,0
619190055,0,1,0,0,0,0
619190480,0,1,0,0,0,0
631870203,0,1,0,0,0,0
631870220,0,1,0,0,0,0
647250507,0,1,0,0,0,0
105440006,0,1,0,0,0,0
516550664,0,1,0,0,0,0
557000090,0,1,0,0,0,0
557000094,0,1,0,0,0,0
617860311,0,1,0,0,0,0
105440543,0,1,0,0,0,0
572370148,0,1,0,0,0,0
581180023,0,1,0,0,0,0
581180045,0,1,0,0,0,0
617860375,0,1,0,0,0,0
617860383,0,1,0,0,0,0
619190389,0,1,0,0,0,0
619190390,0,1,0,0,0,0
007134740,0,1,0,0,0,0
007134741,0,1,0,0,0,0
007134742,0,1,0,0,0,0
317220564,0,1,0,0,0,0
557000324,0,1,0,0,0,0
557000356,0,1,0,0,0,0
597460543,0,1,0,0,0,0
597460544,0,1,0,0,0,0
597460546,0,1,0,0,0,0
617860513,0,1,0,0,0,0
617860589,0,1,0,0,0,0
687888962,0,1,0,0,0,0
691896231,0,1,0,0,0,0
619190288,0,1,0,0,0,0
631870679,0,1,0,0,0,0
430630670,0,1,0,0,0,0
545695627,0,1,0,0,0,0
006158022,0,1,0,0,0,0
006158023,0,1,0,0,0,0
126340023,0,1,0,0,0,0
126340027,0,1,0,0,0,0
126340629,0,1,0,0,0,0
430630683,0,1,0,0,0,0
433530091,0,1,0,0,0,0
433530112,0,1,0,0,0,0
500900892,0,1,0,0,0,0
500900893,0,1,0,0,0,0
500901298,0,1,0,0,0,0
686450514,0,1,0,0,0,0
687886810,0,1,0,0,0,0
690970822,0,1,0,0,0,0
690970823,0,1,0,0,0,0
690970824,0,1,0,0,0,0
707860208,0,1,0,0,0,0
500902501,0,1,0,0,0,0
500902507,0,1,0,0,0,0
500902520,0,1,0,0,0,0
500902732,0,1,0,0,0,0
500902774,0,1,0,0,0,0
500902888,0,1,0,0,0,0
532170191,0,1,0,0,0,0
557000148,0,1,0,0,0,0
581180112,0,1,0,0,0,0
672960753,0,1,0,0,0,0
680711970,0,1,0,0,0,0
680713034,0,1,0,0,0,0
680713042,0,1,0,0,0,0
680713084,0,1,0,0,0,0
691896232,0,1,0,0,0,0
705180070,0,1,0,0,0,0
705180449,0,1,0,0,0,0
006158141,0,1,0,0,0,0
427080019,0,1,0,0,0,0
427080091,0,1,0,0,0,0
433530208,0,1,0,0,0,0
433530778,0,1,0,0,0,0
530021359,0,1,0,0,0,0
530021360,0,1,0,0,0,0
530021579,0,1,0,0,0,0
636296691,0,1,0,0,0,0
636296761,0,1,0,0,0,0
636296789,0,1,0,0,0,0
670460101,0,1,0,0,0,0
670460102,0,1,0,0,0,0
670460106,0,1,0,0,0,0
672961186,0,1,0,0,0,0
680711906,0,1,0,0,0,0
680712198,0,1,0,0,0,0
680713357,0,1,0,0,0,0
680713384,0,1,0,0,0,0
680714123,0,1,0,0,0,0
680714291,0,1,0,0,0,0
680714324,0,1,0,0,0,0
686450559,0,1,0,0,0,0
686450569,0,1,0,0,0,0
686450570,0,1,0,0,0,0
686450571,0,1,0,0,0,0
705180542,0,1,0,0,0,0
705180561,0,1,0,0,0,0
713350238,0,1,0,0,0,0
713350377,0,1,0,0,0,0
713350480,0,1,0,0,0,0
713350541,0,1,0,0,0,0
713350573,0,1,0,0,0,0
762820628,0,1,0,0,0,0
762820629,0,1,0,0,0,0
637110210,0,1,0,0,0,0
004562101,0,1,0,0,0,0
637110205,0,1,0,0,0,0
004562005,0,1,0,0,0,0
004562010,0,1,0,0,0,0
006155595,0,1,0,0,0,0
548684700,0,1,0,0,0,0
552890768,0,1,0,0,0,0
004562020,0,1,0,0,0,0
004562010,0,1,0,0,0,0
548684700,0,1,0,0,0,0
551544614,0,1,0,0,0,0
551544614,0,1,0,0,0,0
004562005,0,1,0,0,0,0
548684775,0,1,0,0,0,0
006155587,0,1,0,0,0,0
006155595,0,1,0,0,0,0
636292981,0,1,0,0,0,0
006156535,0,1,0,0,0,0
006156535,0,1,0,0,0,0
551544620,0,1,0,0,0,0
551544619,0,1,0,0,0,0
551544616,0,1,0,0,0,0
260530127,0,1,0,0,0,0
260530126,0,1,0,0,0,0
545695483,0,1,0,0,0,0
545695484,0,1,0,0,0,0
178562005,0,1,0,0,0,0
548685951,0,1,0,0,0,0
636293318,0,1,0,0,0,0
004562005,0,1,0,0,0,0
004562010,0,1,0,0,0,0
004562020,0,1,0,0,0,0
165900833,0,1,0,0,0,0
548684700,0,1,0,0,0,0
548684775,0,1,0,0,0,0
548685951,0,1,0,0,0,0
551544619,0,1,0,0,0,0
551544620,0,1,0,0,0,0
636292981,0,1,0,0,0,0
636293318,0,1,0,0,0,0
552890768,0,1,0,0,0,0
552890828,0,1,0,0,0,0
499990600,0,1,0,0,0,0
499990627,0,1,0,0,0,0
000935850,0,1,0,0,0,0
000935851,0,1,0,0,0,0
000935852,0,1,0,0,0,0
003783855,0,1,0,0,0,0
003783856,0,1,0,0,0,0
003783857,0,1,0,0,0,0
136680135,0,1,0,0,0,0
136680136,0,1,0,0,0,0
136680137,0,1,0,0,0,0
165900139,0,1,0,0,0,0
216950725,0,1,0,0,0,0
317220249,0,1,0,0,0,0
317220250,0,1,0,0,0,0
317220251,0,1,0,0,0,0
317220569,0,1,0,0,0,0
425490672,0,1,0,0,0,0
430630374,0,1,0,0,0,0
510790543,0,1,0,0,0,0
510790544,0,1,0,0,0,0
516721348,0,1,0,0,0,0
551544614,0,1,0,0,0,0
551544616,0,1,0,0,0,0
605052780,0,1,0,0,0,0
605052781,0,1,0,0,0,0
605052782,0,1,0,0,0,0
651620705,0,1,0,0,0,0
658620248,0,1,0,0,0,0
658620373,0,1,0,0,0,0
658620374,0,1,0,0,0,0
658620375,0,1,0,0,0,0
681800135,0,1,0,0,0,0
681800136,0,1,0,0,0,0
681800137,0,1,0,0,0,0
687889746,0,1,0,0,0,0
001439807,0,1,0,0,0,0
001439808,0,1,0,0,0,0
001439809,0,1,0,0,0,0
009046314,0,1,0,0,0,0
009046315,0,1,0,0,0,0
430630389,0,1,0,0,0,0
430630390,0,1,0,0,0,0
597460279,0,1,0,0,0,0
597460280,0,1,0,0,0,0
597460281,0,1,0,0,0,0
636294699,0,1,0,0,0,0
680840617,0,1,0,0,0,0
680840618,0,1,0,0,0,0
762820249,0,1,0,0,0,0
762820250,0,1,0,0,0,0
762820251,0,1,0,0,0,0
167290168,0,1,0,0,0,0
167290169,0,1,0,0,0,0
167290170,0,1,0,0,0,0
242360078,0,1,0,0,0,0
333420036,0,1,0,0,0,0
333420037,0,1,0,0,0,0
333420038,0,1,0,0,0,0
422540362,0,1,0,0,0,0
493490950,0,1,0,0,0,0
493490952,0,1,0,0,0,0
504360053,0,1,0,0,0,0
504360054,0,1,0,0,0,0
521250254,0,1,0,0,0,0
521250324,0,1,0,0,0,0
521250592,0,1,0,0,0,0
548380551,0,1,0,0,0,0
548686375,0,1,0,0,0,0
548686376,0,1,0,0,0,0
551545379,0,1,0,0,0,0
551545386,0,1,0,0,0,0
591150100,0,1,0,0,0,0
591150101,0,1,0,0,0,0
591150102,0,1,0,0,0,0
636294688,0,1,0,0,0,0
682587128,0,1,0,0,0,0
686450447,0,1,0,0,0,0
686450448,0,1,0,0,0,0
687889714,0,1,0,0,0,0
332610686,0,1,0,0,0,0
332610699,0,1,0,0,0,0
332610954,0,1,0,0,0,0
332610955,0,1,0,0,0,0
353560799,0,1,0,0,0,0
353560800,0,1,0,0,0,0
504366375,0,1,0,0,0,0
521250690,0,1,0,0,0,0
521250691,0,1,0,0,0,0
544580891,0,1,0,0,0,0
544580892,0,1,0,0,0,0
548790009,0,1,0,0,0,0
548790010,0,1,0,0,0,0
548790011,0,1,0,0,0,0
557000013,0,1,0,0,0,0
680010195,0,1,0,0,0,0
680010196,0,1,0,0,0,0
680010197,0,1,0,0,0,0
504369803,0,1,0,0,0,0
521250854,0,1,0,0,0,0
619190139,0,1,0,0,0,0
430630521,0,1,0,0,0,0
516550151,0,1,0,0,0,0
551546649,0,1,0,0,0,0
572370095,0,1,0,0,0,0
636295349,0,1,0,0,0,0
642050585,0,1,0,0,0,0
006157721,0,1,0,0,0,0
006157722,0,1,0,0,0,0
009046426,0,1,0,0,0,0
009046427,0,1,0,0,0,0
572370092,0,1,0,0,0,0
572370093,0,1,0,0,0,0
572370094,0,1,0,0,0,0
617860101,0,1,0,0,0,0
617860106,0,1,0,0,0,0
617860128,0,1,0,0,0,0
619190028,0,1,0,0,0,0
631870217,0,1,0,0,0,0
647250250,0,1,0,0,0,0
647250251,0,1,0,0,0,0
687889456,0,1,0,0,0,0
105440224,0,1,0,0,0,0
105440225,0,1,0,0,0,0
105440230,0,1,0,0,0,0
006157720,0,1,0,0,0,0
516550021,0,1,0,0,0,0
551546893,0,1,0,0,0,0
617860173,0,1,0,0,0,0
631870281,0,1,0,0,0,0
687889302,0,1,0,0,0,0
005914151,0,1,0,0,0,0
607600197,0,1,0,0,0,0
693150501,0,1,0,0,0,0
105440968,0,1,0,0,0,0
105440969,0,1,0,0,0,0
430630661,0,1,0,0,0,0
430630666,0,1,0,0,0,0
435470280,0,1,0,0,0,0
435470281,0,1,0,0,0,0
435470282,0,1,0,0,0,0
617860515,0,1,0,0,0,0
617860552,0,1,0,0,0,0
619190652,0,1,0,0,0,0
691895850,0,1,0,0,0,0
762370402,0,1,0,0,0,0
006157953,0,1,0,0,0,0
006157954,0,1,0,0,0,0
006157955,0,1,0,0,0,0
333420053,0,1,0,0,0,0
607600195,0,1,0,0,0,0
617860695,0,1,0,0,0,0
619190859,0,1,0,0,0,0
691895851,0,1,0,0,0,0
500901279,0,1,0,0,0,0
500901280,0,1,0,0,0,0
500901930,0,1,0,0,0,0
500902196,0,1,0,0,0,0
504360170,0,1,0,0,0,0
504365851,0,1,0,0,0,0
647251700,0,1,0,0,0,0
686450519,0,1,0,0,0,0
686450520,0,1,0,0,0,0
687886403,0,1,0,0,0,0
687886783,0,1,0,0,0,0
690970847,0,1,0,0,0,0
690970848,0,1,0,0,0,0
690970849,0,1,0,0,0,0
500902699,0,1,0,0,0,0
500902752,0,1,0,0,0,0
532170167,0,1,0,0,0,0
557000157,0,1,0,0,0,0
557000506,0,1,0,0,0,0
557000507,0,1,0,0,0,0
636296325,0,1,0,0,0,0
636296351,0,1,0,0,0,0
636296425,0,1,0,0,0,0
680713069,0,1,0,0,0,0
687886837,0,1,0,0,0,0
691893855,0,1,0,0,0,0
705180439,0,1,0,0,0,0
427080023,0,1,0,0,0,0
430630761,0,1,0,0,0,0
530021438,0,1,0,0,0,0
530021453,0,1,0,0,0,0
607600157,0,1,0,0,0,0
607600170,0,1,0,0,0,0
619190227,0,1,0,0,0,0
651620019,0,1,0,0,0,0
651620020,0,1,0,0,0,0
651620021,0,1,0,0,0,0
670460171,0,1,0,0,0,0
670460173,0,1,0,0,0,0
670460174,0,1,0,0,0,0
672961200,0,1,0,0,0,0
672961528,0,1,0,0,0,0
680712035,0,1,0,0,0,0
680712051,0,1,0,0,0,0
680713265,0,1,0,0,0,0
680713283,0,1,0,0,0,0
680713312,0,1,0,0,0,0
680714210,0,1,0,0,0,0
680714332,0,1,0,0,0,0
683820102,0,1,0,0,0,0
683820103,0,1,0,0,0,0
683820104,0,1,0,0,0,0
687886978,0,1,0,0,0,0
705180467,0,1,0,0,0,0
705180472,0,1,0,0,0,0
705180692,0,1,0,0,0,0
705180758,0,1,0,0,0,0
705180791,0,1,0,0,0,0
705180972,0,1,0,0,0,0
707711145,0,1,0,0,0,0
707711146,0,1,0,0,0,0
707711147,0,1,0,0,0,0
709340060,0,1,0,0,0,0
713350322,0,1,0,0,0,0
000080701,0,1,0,0,0,0
000080703,0,1,0,0,0,0
000080704,0,1,0,0,0,0
000080705,0,1,0,0,0,0
000080781,0,1,0,0,0,0
000080833,0,1,0,0,0,0
000080836,0,1,0,0,0,0
000080837,0,1,0,0,0,0
003396034,0,1,0,0,0,0
003396035,0,1,0,0,0,0
000080833,0,1,0,0,0,0
000080836,0,1,0,0,0,0
000080837,0,1,0,0,0,0
000460833,0,1,0,0,0,0
000460836,0,1,0,0,0,0
000460837,0,1,0,0,0,0
511291677,0,1,0,0,0,0
511291678,0,1,0,0,0,0
529030701,0,1,0,0,0,0
529030703,0,1,0,0,0,0
529030704,0,1,0,0,0,0
529030705,0,1,0,0,0,0
529030781,0,1,0,0,0,0
529030833,0,1,0,0,0,0
529030836,0,1,0,0,0,0
529030837,0,1,0,0,0,0
545694131,0,1,0,0,0,0
548683414,0,1,0,0,0,0
548683523,0,1,0,0,0,0
603460807,0,1,0,0,0,0
626827029,0,1,0,0,0,0
650700554,0,1,0,0,0,0
000082574,0,1,0,0,0,0
529032574,0,1,0,0,0,0
585980012,0,1,0,0,0,0
000080836,0,1,0,0,0,0
000082574,0,1,0,0,0,0
000460833,0,1,0,0,0,0
000460836,0,1,0,0,0,0
552890830,0,1,0,0,0,0
588640629,0,1,0,0,0,0
588640828,0,1,0,0,0,0
588640830,0,1,0,0,0,0
650700554,0,1,0,0,0,0
000082574,0,1,0,0,0,0
551544218,0,1,0,0,0,0
551544219,0,1,0,0,0,0
550453196,0,1,0,0,0,0
000462574,0,1,0,0,0,0
511293034,0,1,0,0,0,0
551544223,0,1,0,0,0,0
647250120,0,1,0,0,0,0
647250122,0,1,0,0,0,0
647250397,0,1,0,0,0,0
001791548,0,1,0,0,0,0
548684252,0,1,0,0,0,0
548684253,0,1,0,0,0,0
511293182,0,1,0,0,0,0
511293563,0,1,0,0,0,0
001791609,0,1,0,0,0,0
001791612,0,1,0,0,0,0
511293588,0,1,0,0,0,0
006151364,0,1,0,0,0,0
548684504,0,1,0,0,0,0
006151363,0,1,0,0,0,0
511293627,0,1,0,0,0,0
682589117,0,1,0,0,0,0
006151370,0,1,0,0,0,0
000930199,0,1,0,0,0,0
000937380,0,1,0,0,0,0
000937383,0,1,0,0,0,0
000937382,0,1,0,0,0,0
004800199,0,1,0,0,0,0
000937381,0,1,0,0,0,0
004807380,0,1,0,0,0,0
004807381,0,1,0,0,0,0
004807382,0,1,0,0,0,0
004807383,0,1,0,0,0,0
511293866,0,1,0,0,0,0
511293889,0,1,0,0,0,0
126660004,0,1,0,0,0,0
001791802,0,1,0,0,0,0
551544224,0,1,0,0,0,0
001791806,0,1,0,0,0,0
004907034,0,1,0,0,0,0
001791910,0,1,0,0,0,0
511294059,0,1,0,0,0,0
001791916,0,1,0,0,0,0
001791917,0,1,0,0,0,0
001791880,0,1,0,0,0,0
682589229,0,1,0,0,0,0
511294123,0,1,0,0,0,0
006156566,0,1,0,0,0,0
545695872,0,1,0,0,0,0
001791927,0,1,0,0,0,0
006156567,0,1,0,0,0,0
682589251,0,1,0,0,0,0
234909010,0,1,0,0,0,0
548685754,0,1,0,0,0,0
260530351,0,1,0,0,0,0
260530350,0,1,0,0,0,0
260530349,0,1,0,0,0,0
260530348,0,1,0,0,0,0
260530347,0,1,0,0,0,0
006156566,0,1,0,0,0,0
545695872,0,1,0,0,0,0
006156567,0,1,0,0,0,0
004900114,0,1,0,0,0,0
003784885,0,1,0,0,0,0
003784884,0,1,0,0,0,0
003784883,0,1,0,0,0,0
003784882,0,1,0,0,0,0
003784881,0,1,0,0,0,0
511294537,0,1,0,0,0,0
260530457,0,1,0,0,0,0
260530458,0,1,0,0,0,0
548684055,0,1,0,0,0,0
545694659,0,1,0,0,0,0
551548256,0,1,0,0,0,0
636293324,0,1,0,0,0,0
636293314,0,1,0,0,0,0
001313267,0,1,0,0,0,0
548685754,0,1,0,0,0,0
548684055,0,1,0,0,0,0
000937384,0,1,0,0,0,0
000937385,0,1,0,0,0,0
000937386,0,1,0,0,0,0
000930199,0,1,0,0,0,0
000937380,0,1,0,0,0,0
000937381,0,1,0,0,0,0
000937382,0,1,0,0,0,0
000937383,0,1,0,0,0,0
003785131,0,1,0,0,0,0
003785132,0,1,0,0,0,0
003785133,0,1,0,0,0,0
006036149,0,1,0,0,0,0
006036150,0,1,0,0,0,0
006036151,0,1,0,0,0,0
006036156,0,1,0,0,0,0
006036157,0,1,0,0,0,0
006156566,0,1,0,0,0,0
006156567,0,1,0,0,0,0
006157557,0,1,0,0,0,0
006157558,0,1,0,0,0,0
009046246,0,1,0,0,0,0
009046247,0,1,0,0,0,0
009046248,0,1,0,0,0,0
136680018,0,1,0,0,0,0
136680019,0,1,0,0,0,0
136680020,0,1,0,0,0,0
167140311,0,1,0,0,0,0
167140312,0,1,0,0,0,0
167140313,0,1,0,0,0,0
167140314,0,1,0,0,0,0
167140315,0,1,0,0,0,0
216950715,0,1,0,0,0,0
216950716,0,1,0,0,0,0
216950719,0,1,0,0,0,0
216950720,0,1,0,0,0,0
416160758,0,1,0,0,0,0
416160759,0,1,0,0,0,0
416160760,0,1,0,0,0,0
493490089,0,1,0,0,0,0
493490184,0,1,0,0,0,0
493490234,0,1,0,0,0,0
510790480,0,1,0,0,0,0
510790482,0,1,0,0,0,0
548684055,0,1,0,0,0,0
548685754,0,1,0,0,0,0
548686139,0,1,0,0,0,0
548686140,0,1,0,0,0,0
548686141,0,1,0,0,0,0
551110545,0,1,0,0,0,0
551110546,0,1,0,0,0,0
551110547,0,1,0,0,0,0
551110548,0,1,0,0,0,0
551110549,0,1,0,0,0,0
556480716,0,1,0,0,0,0
556480717,0,1,0,0,0,0
556480718,0,1,0,0,0,0
597623480,0,1,0,0,0,0
597623481,0,1,0,0,0,0
597623482,0,1,0,0,0,0
597623483,0,1,0,0,0,0
597623484,0,1,0,0,0,0
607600121,0,1,0,0,0,0
636293324,0,1,0,0,0,0
636293325,0,1,0,0,0,0
646790716,0,1,0,0,0,0
646790717,0,1,0,0,0,0
646790718,0,1,0,0,0,0
658410671,0,1,0,0,0,0
658410672,0,1,0,0,0,0
658410673,0,1,0,0,0,0
658410674,0,1,0,0,0,0
658410675,0,1,0,0,0,0
658410751,0,1,0,0,0,0
658410752,0,1,0,0,0,0
658410753,0,1,0,0,0,0
658620404,0,1,0,0,0,0
658620405,0,1,0,0,0,0
658620406,0,1,0,0,0,0
658620407,0,1,0,0,0,0
658620408,0,1,0,0,0,0
658620527,0,1,0,0,0,0
658620528,0,1,0,0,0,0
658620529,0,1,0,0,0,0
680840330,0,1,0,0,0,0
680840331,0,1,0,0,0,0
680840484,0,1,0,0,0,0
680840485,0,1,0,0,0,0
680840486,0,1,0,0,0,0
683820018,0,1,0,0,0,0
683820019,0,1,0,0,0,0
683820020,0,1,0,0,0,0
683820021,0,1,0,0,0,0
683820034,0,1,0,0,0,0
683820035,0,1,0,0,0,0
683820036,0,1,0,0,0,0
683820101,0,1,0,0,0,0
000080701,0,1,0,0,0,0
000080703,0,1,0,0,0,0
000080704,0,1,0,0,0,0
000080705,0,1,0,0,0,0
000080781,0,1,0,0,0,0
001313265,0,1,0,0,0,0
001313266,0,1,0,0,0,0
001313268,0,1,0,0,0,0
655800301,0,1,0,0,0,0
655800302,0,1,0,0,0,0
655800303,0,1,0,0,0,0
655800304,0,1,0,0,0,0
165900085,0,1,0,0,0,0
165900086,0,1,0,0,0,0
165900087,0,1,0,0,0,0
216950045,0,1,0,0,0,0
216950046,0,1,0,0,0,0
216950047,0,1,0,0,0,0
499990249,0,1,0,0,0,0
548684252,0,1,0,0,0,0
548684253,0,1,0,0,0,0
551544218,0,1,0,0,0,0
551544223,0,1,0,0,0,0
597620180,0,1,0,0,0,0
597620181,0,1,0,0,0,0
597620182,0,1,0,0,0,0
605053778,0,1,0,0,0,0
605053779,0,1,0,0,0,0
605053780,0,1,0,0,0,0
510790134,0,1,0,0,0,0
510790135,0,1,0,0,0,0
510790136,0,1,0,0,0,0
165900644,0,1,0,0,0,0
493490452,0,1,0,0,0,0
493490456,0,1,0,0,0,0
006157620,0,1,0,0,0,0
548686127,0,1,0,0,0,0
216950957,0,1,0,0,0,0
216950958,0,1,0,0,0,0
216950961,0,1,0,0,0,0
499990599,0,1,0,0,0,0
353560579,0,1,0,0,0,0
529590890,0,1,0,0,0,0
548686247,0,1,0,0,0,0
658620697,0,1,0,0,0,0
493490818,0,1,0,0,0,0
001790107,0,1,0,0,0,0
001790108,0,1,0,0,0,0
001790109,0,1,0,0,0,0
552890277,0,1,0,0,0,0
422540050,0,1,0,0,0,0
422540115,0,1,0,0,0,0
422540144,0,1,0,0,0,0
422910892,0,1,0,0,0,0
422910893,0,1,0,0,0,0
422910894,0,1,0,0,0,0
422910895,0,1,0,0,0,0
422910896,0,1,0,0,0,0
430630292,0,1,0,0,0,0
493490913,0,1,0,0,0,0
504363779,0,1,0,0,0,0
651620300,0,1,0,0,0,0
651620302,0,1,0,0,0,0
651620305,0,1,0,0,0,0
651620306,0,1,0,0,0,0
651620307,0,1,0,0,0,0
675440189,0,1,0,0,0,0
688200105,0,1,0,0,0,0
688200106,0,1,0,0,0,0
688200107,0,1,0,0,0,0
551110453,0,1,0,0,0,0
551110454,0,1,0,0,0,0
