ndc,ADHD,ANTIDEPRESSANT,ANTIPSYCHOTIC,MOODSTABILIZER,ANTIANXIETY,SLEEP
636294964,0,0,1,0,0,0
678770242,0,0,1,0,0,0
678770245,0,0,1,0,0,0
678770246,0,0,1,0,0,0
678770247,0,0,1,0,0,0
678770248,0,0,1,0,0,0
678770249,0,0,1,0,0,0
678770250,0,0,1,0,0,0
422910695,0,0,1,0,0,0
422910696,0,0,1,0,0,0
422910697,0,0,1,0,0,0
422910698,0,0,1,0,0,0
422910699,0,0,1,0,0,0
422910700,0,0,1,0,0,0
504366338,0,0,1,0,0,0
504366339,0,0,1,0,0,0
521250715,0,0,1,0,0,0
597460348,0,0,1,0,0,0
521250904,0,0,1,0,0,0
680010180,0,0,1,0,0,0
680010181,0,0,1,0,0,0
680010182,0,0,1,0,0,0
680010183,0,0,1,0,0,0
680010184,0,0,1,0,0,0
680010185,0,0,1,0,0,0
687889490,0,0,1,0,0,0
009046398,0,0,1,0,0,0
433530813,0,0,1,0,0,0
433530814,0,0,1,0,0,0
433530818,0,0,1,0,0,0
433530847,0,0,1,0,0,0
433530852,0,0,1,0,0,0
521250954,0,0,1,0,0,0
521250955,0,0,1,0,0,0
521250985,0,0,1,0,0,0
572370079,0,0,1,0,0,0
572370080,0,0,1,0,0,0
572370081,0,0,1,0,0,0
572370082,0,0,1,0,0,0
572370083,0,0,1,0,0,0
572370084,0,0,1,0,0,0
581180902,0,0,1,0,0,0
581180903,0,0,1,0,0,0
581180905,0,0,1,0,0,0
581180906,0,0,1,0,0,0
581180907,0,0,1,0,0,0
581181904,0,0,1,0,0,0
636294939,0,0,1,0,0,0
637390665,0,0,1,0,0,0
637390677,0,0,1,0,0,0
637390690,0,0,1,0,0,0
647250147,0,0,1,0,0,0
647250148,0,0,1,0,0,0
687889487,0,0,1,0,0,0
006157724,0,0,1,0,0,0
006157725,0,0,1,0,0,0
006157846,0,0,1,0,0,0
167140452,0,0,1,0,0,0
167140453,0,0,1,0,0,0
167140454,0,0,1,0,0,0
167140455,0,0,1,0,0,0
167140456,0,0,1,0,0,0
167140457,0,0,1,0,0,0
467080134,0,0,1,0,0,0
467080135,0,0,1,0,0,0
467080136,0,0,1,0,0,0
467080137,0,0,1,0,0,0
467080138,0,0,1,0,0,0
467080139,0,0,1,0,0,0
484330324,0,0,1,0,0,0
519910781,0,0,1,0,0,0
519910782,0,0,1,0,0,0
519910783,0,0,1,0,0,0
519910784,0,0,1,0,0,0
519910785,0,0,1,0,0,0
519910786,0,0,1,0,0,0
617860051,0,0,1,0,0,0
617860052,0,0,1,0,0,0
617860053,0,0,1,0,0,0
617860064,0,0,1,0,0,0
619190084,0,0,1,0,0,0
631870219,0,0,1,0,0,0
647250145,0,0,1,0,0,0
647250280,0,0,1,0,0,0
647250281,0,0,1,0,0,0
647250282,0,0,1,0,0,0
647250283,0,0,1,0,0,0
647250284,0,0,1,0,0,0
647258166,0,0,1,0,0,0
617860188,0,0,1,0,0,0
006157726,0,0,1,0,0,0
006157727,0,0,1,0,0,0
006157728,0,0,1,0,0,0
551543593,0,0,1,0,0,0
551543594,0,0,1,0,0,0
551543595,0,0,1,0,0,0
617860221,0,0,1,0,0,0
631870452,0,0,1,0,0,0
551547350,0,0,1,0,0,0
551547375,0,0,1,0,0,0
551547376,0,0,1,0,0,0
581180034,0,0,1,0,0,0
617860292,0,0,1,0,0,0
617860321,0,0,1,0,0,0
617860366,0,0,1,0,0,0
617860367,0,0,1,0,0,0
617860397,0,0,1,0,0,0
619190519,0,0,1,0,0,0
631870269,0,0,1,0,0,0
572970445,0,0,1,0,0,0
572970446,0,0,1,0,0,0
572970447,0,0,1,0,0,0
572970448,0,0,1,0,0,0
572970449,0,0,1,0,0,0
572970450,0,0,1,0,0,0
604290413,0,0,1,0,0,0
604290414,0,0,1,0,0,0
604290415,0,0,1,0,0,0
604290416,0,0,1,0,0,0
604290417,0,0,1,0,0,0
604290418,0,0,1,0,0,0
617860454,0,0,1,0,0,0
617860514,0,0,1,0,0,0
617860524,0,0,1,0,0,0
617860560,0,0,1,0,0,0
617860573,0,0,1,0,0,0
617860574,0,0,1,0,0,0
691890221,0,0,1,0,0,0
691890904,0,0,1,0,0,0
691890908,0,0,1,0,0,0
691899030,0,0,1,0,0,0
762370401,0,0,1,0,0,0
502680630,0,0,1,0,0,0
502680631,0,0,1,0,0,0
502680632,0,0,1,0,0,0
502680633,0,0,1,0,0,0
502680634,0,0,1,0,0,0
502680635,0,0,1,0,0,0
617860667,0,0,1,0,0,0
617860697,0,0,1,0,0,0
006157986,0,0,1,0,0,0
006157987,0,0,1,0,0,0
006157988,0,0,1,0,0,0
167290097,0,0,1,0,0,0
293000147,0,0,1,0,0,0
293000148,0,0,1,0,0,0
293000149,0,0,1,0,0,0
293000150,0,0,1,0,0,0
293000151,0,0,1,0,0,0
293000152,0,0,1,0,0,0
333420099,0,0,1,0,0,0
333420100,0,0,1,0,0,0
333420101,0,0,1,0,0,0
333420103,0,0,1,0,0,0
333420104,0,0,1,0,0,0
333420105,0,0,1,0,0,0
433530004,0,0,1,0,0,0
433530008,0,0,1,0,0,0
433530011,0,0,1,0,0,0
433530150,0,0,1,0,0,0
433530153,0,0,1,0,0,0
433530155,0,0,1,0,0,0
433530161,0,0,1,0,0,0
433530955,0,0,1,0,0,0
433530957,0,0,1,0,0,0
500901728,0,0,1,0,0,0
500901729,0,0,1,0,0,0
500901733,0,0,1,0,0,0
500901937,0,0,1,0,0,0
500902307,0,0,1,0,0,0
500902338,0,0,1,0,0,0
500902420,0,0,1,0,0,0
557000084,0,0,1,0,0,0
617860785,0,0,1,0,0,0
617860788,0,0,1,0,0,0
617860817,0,0,1,0,0,0
617860828,0,0,1,0,0,0
617860841,0,0,1,0,0,0
617860897,0,0,1,0,0,0
617860905,0,0,1,0,0,0
617860926,0,0,1,0,0,0
617860934,0,0,1,0,0,0
617860943,0,0,1,0,0,0
617860962,0,0,1,0,0,0
617860975,0,0,1,0,0,0
617860977,0,0,1,0,0,0
647250149,0,0,1,0,0,0
498840805,0,0,1,0,0,0
498840806,0,0,1,0,0,0
498840807,0,0,1,0,0,0
498840808,0,0,1,0,0,0
500902690,0,0,1,0,0,0
500902757,0,0,1,0,0,0
500902808,0,0,1,0,0,0
500902830,0,0,1,0,0,0
500902831,0,0,1,0,0,0
500902914,0,0,1,0,0,0
500902926,0,0,1,0,0,0
500902932,0,0,1,0,0,0
500902944,0,0,1,0,0,0
500902966,0,0,1,0,0,0
551547648,0,0,1,0,0,0
557000085,0,0,1,0,0,0
557000156,0,0,1,0,0,0
617860749,0,0,1,0,0,0
680711892,0,0,1,0,0,0
691890484,0,0,1,0,0,0
691890495,0,0,1,0,0,0
691890580,0,0,1,0,0,0
691891000,0,0,1,0,0,0
705180229,0,0,1,0,0,0
705180239,0,0,1,0,0,0
705180289,0,0,1,0,0,0
705180345,0,0,1,0,0,0
705180432,0,0,1,0,0,0
003108280,0,0,1,0,0,0
003108281,0,0,1,0,0,0
003108282,0,0,1,0,0,0
003108283,0,0,1,0,0,0
003108284,0,0,1,0,0,0
004061180,0,0,1,0,0,0
004061181,0,0,1,0,0,0
004061182,0,0,1,0,0,0
004061183,0,0,1,0,0,0
004061184,0,0,1,0,0,0
009046638,0,0,1,0,0,0
009046639,0,0,1,0,0,0
009046640,0,0,1,0,0,0
009046641,0,0,1,0,0,0
009046642,0,0,1,0,0,0
009046643,0,0,1,0,0,0
167290095,0,0,1,0,0,0
167290096,0,0,1,0,0,0
167290109,0,0,1,0,0,0
167290132,0,0,1,0,0,0
242360816,0,0,1,0,0,0
333420134,0,0,1,0,0,0
333420135,0,0,1,0,0,0
333420136,0,0,1,0,0,0
333420137,0,0,1,0,0,0
502280381,0,0,1,0,0,0
502280382,0,0,1,0,0,0
502280383,0,0,1,0,0,0
502280384,0,0,1,0,0,0
507420635,0,0,1,0,0,0
507420636,0,0,1,0,0,0
507420637,0,0,1,0,0,0
507420638,0,0,1,0,0,0
507420639,0,0,1,0,0,0
528170160,0,0,1,0,0,0
528170161,0,0,1,0,0,0
528170162,0,0,1,0,0,0
528170163,0,0,1,0,0,0
528170164,0,0,1,0,0,0
551547881,0,0,1,0,0,0
557000144,0,0,1,0,0,0
581181148,0,0,1,0,0,0
606870327,0,0,1,0,0,0
606870338,0,0,1,0,0,0
606870349,0,0,1,0,0,0
606870360,0,0,1,0,0,0
606870371,0,0,1,0,0,0
606870382,0,0,1,0,0,0
606870393,0,0,1,0,0,0
619190911,0,0,1,0,0,0
636297116,0,0,1,0,0,0
658620873,0,0,1,0,0,0
658620874,0,0,1,0,0,0
658620875,0,0,1,0,0,0
658620876,0,0,1,0,0,0
658620877,0,0,1,0,0,0
670460620,0,0,1,0,0,0
670460621,0,0,1,0,0,0
670460622,0,0,1,0,0,0
670460632,0,0,1,0,0,0
670460636,0,0,1,0,0,0
670460637,0,0,1,0,0,0
670460638,0,0,1,0,0,0
672961243,0,0,1,0,0,0
672961336,0,0,1,0,0,0
672961394,0,0,1,0,0,0
680712038,0,0,1,0,0,0
680714161,0,0,1,0,0,0
681515225,0,0,1,0,0,0
681800612,0,0,1,0,0,0
681800613,0,0,1,0,0,0
681800614,0,0,1,0,0,0
681800615,0,0,1,0,0,0
681800616,0,0,1,0,0,0
705180556,0,0,1,0,0,0
705180570,0,0,1,0,0,0
705180594,0,0,1,0,0,0
705180638,0,0,1,0,0,0
705180645,0,0,1,0,0,0
705180646,0,0,1,0,0,0
705180723,0,0,1,0,0,0
705180752,0,0,1,0,0,0
705180753,0,0,1,0,0,0
705180767,0,0,1,0,0,0
705180808,0,0,1,0,0,0
705180825,0,0,1,0,0,0
705180889,0,0,1,0,0,0
705180974,0,0,1,0,0,0
705180975,0,0,1,0,0,0
705180989,0,0,1,0,0,0
705181018,0,0,1,0,0,0
705181029,0,0,1,0,0,0
705181034,0,0,1,0,0,0
710930136,0,0,1,0,0,0
710930137,0,0,1,0,0,0
710930138,0,0,1,0,0,0
710930139,0,0,1,0,0,0
713350432,0,0,1,0,0,0
101300083,0,0,1,0,0,0
635390392,0,0,1,0,0,0
000493920,0,0,1,0,0,0
551542722,0,0,1,0,0,0
000093920,0,0,1,0,0,0
647253920,0,0,1,0,0,0
617860172,0,0,1,0,0,0
000491203,0,0,1,0,0,0
000780595,0,0,1,0,0,0
000780596,0,0,1,0,0,0
000780597,0,0,1,0,0,0
000780598,0,0,1,0,0,0
000780599,0,0,1,0,0,0
000780600,0,0,1,0,0,0
000780601,0,0,1,0,0,0
430680101,0,0,1,0,0,0
430680102,0,0,1,0,0,0
430680104,0,0,1,0,0,0
430680106,0,0,1,0,0,0
430680108,0,0,1,0,0,0
430680110,0,0,1,0,0,0
430680112,0,0,1,0,0,0
003780630,0,0,1,0,0,0
003780631,0,0,1,0,0,0
003780632,0,0,1,0,0,0
003780633,0,0,1,0,0,0
003780634,0,0,1,0,0,0
003780635,0,0,1,0,0,0
003780636,0,0,1,0,0,0
691890597,0,0,1,0,0,0
691890665,0,0,1,0,0,0
634020304,0,0,1,0,0,0
634020308,0,0,1,0,0,0
634020302,0,0,1,0,0,0
634020312,0,0,1,0,0,0
634020306,0,0,1,0,0,0
691890316,0,0,1,0,0,0
000520118,0,0,1,0,0,0
000520119,0,0,1,0,0,0
000522142,0,0,1,0,0,0
000522139,0,0,1,0,0,0
165900936,0,0,1,0,0,0
004562405,0,0,1,0,0,0
004562410,0,0,1,0,0,0
004562402,0,0,1,0,0,0
000074007,0,0,0,1,0,0
000074010,0,0,0,1,0,0
000324492,0,0,0,1,0,0
000327512,0,0,0,1,0,0
000327516,0,0,0,1,0,0
000542526,0,0,0,1,0,0
000542527,0,0,0,1,0,0
000542531,0,0,0,1,0,0
000544527,0,0,0,1,0,0
000548526,0,0,0,1,0,0
000548527,0,0,0,1,0,0
000548528,0,0,0,1,0,0
000548531,0,0,0,1,0,0
003395939,0,0,0,1,0,0
003640855,0,0,0,1,0,0
006654160,0,0,0,1,0,0
009042912,0,0,0,1,0,0
490350106,0,0,0,1,0,0
511291629,0,0,0,1,0,0
511291671,0,0,0,1,0,0
516550249,0,0,0,1,0,0
539780523,0,0,0,1,0,0
548681335,0,0,0,1,0,0
548681336,0,0,0,1,0,0
548682557,0,0,0,1,0,0
550452324,0,0,0,1,0,0
551544920,0,0,0,1,0,0
578666523,0,0,0,1,0,0
603460799,0,0,0,1,0,0
613920131,0,0,0,1,0,0
626827030,0,0,0,1,0,0
645790049,0,0,0,1,0,0
645790103,0,0,0,1,0,0
004407690,0,0,0,1,0,0
551544941,0,0,0,1,0,0
532650270,0,0,0,1,0,0
009045568,0,0,0,1,0,0
001433189,0,0,0,1,0,0
005550345,0,0,0,1,0,0
662670641,0,0,0,1,0,0
532650283,0,0,0,1,0,0
672280052,0,0,0,1,0,0
001431277,0,0,0,1,0,0
001433188,0,0,0,1,0,0
005550957,0,0,0,1,0,0
672280198,0,0,0,1,0,0
551548651,0,0,0,1,0,0
551548652,0,0,0,1,0,0
588640668,0,0,0,1,0,0
006155593,0,0,0,1,0,0
511292708,0,0,0,1,0,0
532650355,0,0,0,1,0,0
532650356,0,0,0,1,0,0
588640821,0,0,0,1,0,0
000540020,0,0,0,1,0,0
001821781,0,0,0,1,0,0
498562504,0,0,0,1,0,0
580160479,0,0,0,1,0,0
580160923,0,0,0,1,0,0
588640819,0,0,0,1,0,0
605052504,0,0,0,1,0,0
680840042,0,0,0,1,0,0
689684492,0,0,0,1,0,0
000540021,0,0,0,1,0,0
511293006,0,0,0,1,0,0
511293111,0,0,0,1,0,0
647250200,0,0,0,1,0,0
511293400,0,0,0,1,0,0
511293526,0,0,0,1,0,0
001791641,0,0,0,1,0,0
548685340,0,0,0,1,0,0
548685239,0,0,0,1,0,0
234902527,0,0,0,1,0,0
551544952,0,0,0,1,0,0
008552150,0,0,0,1,0,0
008552145,0,0,0,1,0,0
006151311,0,0,0,1,0,0
511294021,0,0,0,1,0,0
625590933,0,0,0,1,0,0
260530207,0,0,0,1,0,0
260530206,0,0,0,1,0,0
511294334,0,0,0,1,0,0
000543527,0,0,0,1,0,0
000548529,0,0,0,1,0,0
260530437,0,0,0,1,0,0
548683632,0,0,0,1,0,0
009046136,0,0,0,1,0,0
001433190,0,0,0,1,0,0
659775044,0,0,0,1,0,0
659775045,0,0,0,1,0,0
659775046,0,0,0,1,0,0
538080704,0,0,0,1,0,0
006152304,0,0,0,1,0,0
001431300,0,0,0,1,0,0
009046204,0,0,0,1,0,0
009046205,0,0,0,1,0,0
317220544,0,0,0,1,0,0
317220545,0,0,0,1,0,0
317220546,0,0,0,1,0,0
493490156,0,0,0,1,0,0
493490691,0,0,0,1,0,0
538080643,0,0,0,1,0,0
551544960,0,0,0,1,0,0
551547456,0,0,0,1,0,0
591150135,0,0,0,1,0,0
627560430,0,0,0,1,0,0
670460431,0,0,0,1,0,0
680840043,0,0,0,1,0,0
684620220,0,0,0,1,0,0
684620221,0,0,0,1,0,0
684620222,0,0,0,1,0,0
684620223,0,0,0,1,0,0
684620224,0,0,0,1,0,0
000543527,0,0,0,1,0,0
000548529,0,0,0,1,0,0
165900781,0,0,0,1,0,0
538080705,0,0,0,1,0,0
551544952,0,0,0,1,0,0
670460430,0,0,0,1,0,0
105780011,0,0,0,1,0,0
170890067,0,0,0,1,0,0
445890200,0,0,0,1,0,0
497260012,0,0,0,1,0,0
497260014,0,0,0,1,0,0
575200224,0,0,0,1,0,0
575200229,0,0,0,1,0,0
575200272,0,0,0,1,0,0
575200289,0,0,0,1,0,0
575200598,0,0,0,1,0,0
575200644,0,0,0,1,0,0
575200704,0,0,0,1,0,0
636294170,0,0,0,1,0,0
641170256,0,0,0,1,0,0
430630196,0,0,0,1,0,0
604290267,0,0,0,1,0,0
763350006,0,0,0,1,0,0
575200921,0,0,0,1,0,0
575200640,0,0,0,1,0,0
551544952,0,0,0,1,0,0
579556162,0,0,0,1,0,0
003781300,0,0,0,1,0,0
003781450,0,0,0,1,0,0
437420004,0,0,0,1,0,0
437420032,0,0,0,1,0,0
437420104,0,0,0,1,0,0
438570020,0,0,0,1,0,0
501146090,0,0,0,1,0,0
510790180,0,0,0,1,0,0
557144480,0,0,0,1,0,0
637390265,0,0,0,1,0,0
675440534,0,0,0,1,0,0
675440946,0,0,0,1,0,0
680840548,0,0,0,1,0,0
680840567,0,0,0,1,0,0
437420070,0,0,0,1,0,0
437420096,0,0,0,1,0,0
449110033,0,0,0,1,0,0
557142296,0,0,0,1,0,0
639720007,0,0,0,1,0,0
242360192,0,0,0,1,0,0
242360736,0,0,0,1,0,0
437420213,0,0,0,1,0,0
438570005,0,0,0,1,0,0
438570139,0,0,0,1,0,0
493040002,0,0,0,1,0,0
510790142,0,0,0,1,0,0
521250181,0,0,0,1,0,0
521250208,0,0,0,1,0,0
521250282,0,0,0,1,0,0
521250304,0,0,0,1,0,0
533461346,0,0,0,1,0,0
680940757,0,0,0,1,0,0
173120026,0,0,0,1,0,0
332610852,0,0,0,1,0,0
437420244,0,0,0,1,0,0
437720018,0,0,0,1,0,0
557142297,0,0,0,1,0,0
557144481,0,0,0,1,0,0
583680001,0,0,0,1,0,0
610620007,0,0,0,1,0,0
660960678,0,0,0,1,0,0
660960682,0,0,0,1,0,0
660960683,0,0,0,1,0,0
660960684,0,0,0,1,0,0
660960685,0,0,0,1,0,0
660960686,0,0,0,1,0,0
660960687,0,0,0,1,0,0
680840655,0,0,0,1,0,0
680940757,0,0,0,1,0,0
497260004,0,0,0,1,0,0
579550162,0,0,0,1,0,0
438570193,0,0,0,1,0,0
438570197,0,0,0,1,0,0
438570274,0,0,0,1,0,0
438570330,0,0,0,1,0,0
493040014,0,0,0,1,0,0
504410001,0,0,0,1,0,0
579551804,0,0,0,1,0,0
581180545,0,0,0,1,0,0
625590280,0,0,0,1,0,0
645780071,0,0,0,1,0,0
647250545,0,0,0,1,0,0
681510245,0,0,0,1,0,0
681510639,0,0,0,1,0,0
437420511,0,0,0,1,0,0
437420514,0,0,0,1,0,0
437420557,0,0,0,1,0,0
437720043,0,0,0,1,0,0
438570337,0,0,0,1,0,0
538080884,0,0,0,1,0,0
645780075,0,0,0,1,0,0
647250544,0,0,0,1,0,0
647252527,0,0,0,1,0,0
680840640,0,0,0,1,0,0
691520536,0,0,0,1,0,0
449110147,0,0,0,1,0,0
680840942,0,0,0,1,0,0
680840953,0,0,0,1,0,0
105780113,0,0,0,1,0,0
437420587,0,0,0,1,0,0
438570342,0,0,0,1,0,0
438570356,0,0,0,1,0,0
438570371,0,0,0,1,0,0
438570375,0,0,0,1,0,0
449110231,0,0,0,1,0,0
581181224,0,0,0,1,0,0
621850014,0,0,0,1,0,0
156310276,0,0,0,1,0,0
437420652,0,0,0,1,0,0
437420690,0,0,0,1,0,0
437420704,0,0,0,1,0,0
438570380,0,0,0,1,0,0
604290423,0,0,0,1,0,0
604290424,0,0,0,1,0,0
617860440,0,0,0,1,0,0
617860559,0,0,0,1,0,0
617860620,0,0,0,1,0,0
621060625,0,0,0,1,0,0
639720001,0,0,0,1,0,0
639720012,0,0,0,1,0,0
639720013,0,0,0,1,0,0
649800205,0,0,0,1,0,0
691890020,0,0,0,1,0,0
691890023,0,0,0,1,0,0
621850017,0,0,0,1,0,0
242360081,0,0,0,1,0,0
437420740,0,0,0,1,0,0
437420752,0,0,0,1,0,0
449110359,0,0,0,1,0,0
631870304,0,0,0,1,0,0
231550293,0,0,0,1,0,0
434060641,0,0,0,1,0,0
438570403,0,0,0,1,0,0
500901470,0,0,0,1,0,0
617860758,0,0,0,1,0,0
645780144,0,0,0,1,0,0
437420950,0,0,0,1,0,0
438570429,0,0,0,1,0,0
438570440,0,0,0,1,0,0
500902754,0,0,0,1,0,0
500902799,0,0,0,1,0,0
500902959,0,0,0,1,0,0
583680005,0,0,0,1,0,0
621850027,0,0,0,1,0,0
623320013,0,0,0,1,0,0
623320014,0,0,0,1,0,0
623320015,0,0,0,1,0,0
623320148,0,0,0,1,0,0
625590340,0,0,0,1,0,0
680712186,0,0,0,1,0,0
684280481,0,0,0,1,0,0
691890526,0,0,0,1,0,0
705180150,0,0,0,1,0,0
705180360,0,0,0,1,0,0
705180377,0,0,0,1,0,0
705180437,0,0,0,1,0,0
242360082,0,0,0,1,0,0
437421009,0,0,0,1,0,0
437421034,0,0,0,1,0,0
437421049,0,0,0,1,0,0
437421132,0,0,0,1,0,0
438570459,0,0,0,1,0,0
438570471,0,0,0,1,0,0
467080148,0,0,0,1,0,0
572934429,0,0,0,1,0,0
582640225,0,0,0,1,0,0
649800278,0,0,0,1,0,0
670460432,0,0,0,1,0,0
704760002,0,0,0,1,0,0
705180608,0,0,0,1,0,0
705180629,0,0,0,1,0,0
705180668,0,0,0,1,0,0
705180904,0,0,0,1,0,0
713350120,0,0,0,1,0,0
717420008,0,0,0,1,0,0
717420011,0,0,0,1,0,0
717810003,0,0,0,1,0,0
719190421,0,0,0,1,0,0
000746114,0,0,0,1,0,0
000746212,0,0,0,1,0,0
000746214,0,0,0,1,0,0
000746215,0,0,0,1,0,0
003396042,0,0,0,1,0,0
539782053,0,0,0,1,0,0
543830010,0,0,0,1,0,0
543830011,0,0,0,1,0,0
543830078,0,0,0,1,0,0
543830079,0,0,0,1,0,0
545690261,0,0,0,1,0,0
548681208,0,0,0,1,0,0
548682543,0,0,0,1,0,0
548682544,0,0,0,1,0,0
550452346,0,0,0,1,0,0
551540112,0,0,0,1,0,0
551540113,0,0,0,1,0,0
551540114,0,0,0,1,0,0
604910180,0,0,0,1,0,0
604910186,0,0,0,1,0,0
606926212,0,0,0,1,0,0
606926214,0,0,0,1,0,0
606926215,0,0,0,1,0,0
613920599,0,0,0,1,0,0
613920610,0,0,0,1,0,0
626827028,0,0,0,1,0,0
000747126,0,0,0,1,0,0
511291734,0,0,0,1,0,0
625840089,0,0,0,1,0,0
006151344,0,0,0,1,0,0
662670450,0,0,0,1,0,0
003396041,0,0,0,1,0,0
006154577,0,0,0,1,0,0
006154578,0,0,0,1,0,0
000450526,0,0,0,1,0,0
003396345,0,0,0,1,0,0
173490011,0,0,0,1,0,0
551542359,0,0,0,1,0,0
596040526,0,0,0,1,0,0
006155506,0,0,0,1,0,0
613920940,0,0,0,1,0,0
548684959,0,0,0,1,0,0
588640630,0,0,0,1,0,0
511292659,0,0,0,1,0,0
551542369,0,0,0,1,0,0
006155507,0,0,0,1,0,0
006155588,0,0,0,1,0,0
588640805,0,0,0,1,0,0
580160774,0,0,0,1,0,0
580160954,0,0,0,1,0,0
588640813,0,0,0,1,0,0
000743826,0,0,0,1,0,0
550452484,0,0,0,1,0,0
511293080,0,0,0,1,0,0
511293215,0,0,0,1,0,0
636293370,0,0,0,1,0,0
004907134,0,0,0,1,0,0
260530118,0,0,0,1,0,0
260530116,0,0,0,1,0,0
260530119,0,0,0,1,0,0
260530117,0,0,0,1,0,0
260530120,0,0,0,1,0,0
000937440,0,0,0,1,0,0
672280383,0,0,0,1,0,0
672280382,0,0,0,1,0,0
004807439,0,0,0,1,0,0
004807440,0,0,0,1,0,0
004807441,0,0,0,1,0,0
000937441,0,0,0,1,0,0
000937439,0,0,0,1,0,0
511294534,0,0,0,1,0,0
548685525,0,0,0,1,0,0
002450180,0,0,0,1,0,0
002450182,0,0,0,1,0,0
002450181,0,0,0,1,0,0
511294521,0,0,0,1,0,0
006157531,0,0,0,1,0,0
006157533,0,0,0,1,0,0
006157532,0,0,0,1,0,0
003780472,0,0,0,1,0,0
672280417,0,0,0,1,0,0
511294679,0,0,0,1,0,0
511294677,0,0,0,1,0,0
511294615,0,0,0,1,0,0
003396492,0,0,0,1,0,0
511294623,0,0,0,1,0,0
511294651,0,0,0,1,0,0
511294659,0,0,0,1,0,0
672280446,0,0,0,1,0,0
009045990,0,0,0,1,0,0
009045990,0,0,0,1,0,0
545696114,0,0,0,1,0,0
545696114,0,0,0,1,0,0
003781044,0,0,0,1,0,0
003781043,0,0,0,1,0,0
003781045,0,0,0,1,0,0
260530423,0,0,0,1,0,0
007811218,0,0,0,1,0,0
000937340,0,0,0,1,0,0
007811217,0,0,0,1,0,0
007811219,0,0,0,1,0,0
003781044,0,0,0,1,0,0
003781043,0,0,0,1,0,0
003781045,0,0,0,1,0,0
006033441,0,0,0,1,0,0
006033442,0,0,0,1,0,0
006033443,0,0,0,1,0,0
009046073,0,0,0,1,0,0
605053067,0,0,0,1,0,0
006157554,0,0,0,1,0,0
548686088,0,0,0,1,0,0
000937340,0,0,0,1,0,0
000937439,0,0,0,1,0,0
000937440,0,0,0,1,0,0
000937441,0,0,0,1,0,0
001156911,0,0,0,1,0,0
001156922,0,0,0,1,0,0
002450180,0,0,0,1,0,0
002450181,0,0,0,1,0,0
002450182,0,0,0,1,0,0
003396492,0,0,0,1,0,0
003396493,0,0,0,1,0,0
003780472,0,0,0,1,0,0
003780473,0,0,0,1,0,0
003788008,0,0,0,1,0,0
006157554,0,0,0,1,0,0
006157555,0,0,0,1,0,0
103700510,0,0,0,1,0,0
103700511,0,0,0,1,0,0
165900648,0,0,0,1,0,0
167140511,0,0,0,1,0,0
167140512,0,0,0,1,0,0
167140513,0,0,0,1,0,0
216950817,0,0,0,1,0,0
216950818,0,0,0,1,0,0
216950819,0,0,0,1,0,0
493490095,0,0,0,1,0,0
493490101,0,0,0,1,0,0
493490196,0,0,0,1,0,0
493490197,0,0,0,1,0,0
493490226,0,0,0,1,0,0
493490238,0,0,0,1,0,0
493490288,0,0,0,1,0,0
510790474,0,0,0,1,0,0
510790475,0,0,0,1,0,0
510790765,0,0,0,1,0,0
510790766,0,0,0,1,0,0
510790767,0,0,0,1,0,0
538080356,0,0,0,1,0,0
538080357,0,0,0,1,0,0
538080358,0,0,0,1,0,0
548686072,0,0,0,1,0,0
548686088,0,0,0,1,0,0
551110529,0,0,0,1,0,0
551110530,0,0,0,1,0,0
551110531,0,0,0,1,0,0
551545625,0,0,0,1,0,0
551545626,0,0,0,1,0,0
551545627,0,0,0,1,0,0
551546249,0,0,0,1,0,0
551546250,0,0,0,1,0,0
556480724,0,0,0,1,0,0
556480725,0,0,0,1,0,0
556480973,0,0,0,1,0,0
556480974,0,0,0,1,0,0
556480975,0,0,0,1,0,0
597621303,0,0,0,1,0,0
597621304,0,0,0,1,0,0
597621305,0,0,0,1,0,0
605053065,0,0,0,1,0,0
605053066,0,0,0,1,0,0
620370667,0,0,0,1,0,0
627560796,0,0,0,1,0,0
627560797,0,0,0,1,0,0
627560798,0,0,0,1,0,0
636294278,0,0,0,1,0,0
646790724,0,0,0,1,0,0
646790725,0,0,0,1,0,0
646790973,0,0,0,1,0,0
646790974,0,0,0,1,0,0
646790975,0,0,0,1,0,0
658410634,0,0,0,1,0,0
658410635,0,0,0,1,0,0
658410636,0,0,0,1,0,0
658410639,0,0,0,1,0,0
658620401,0,0,0,1,0,0
658620402,0,0,0,1,0,0
658620403,0,0,0,1,0,0
670460120,0,0,0,1,0,0
670460121,0,0,0,1,0,0
670460122,0,0,0,1,0,0
680840313,0,0,0,1,0,0
680840314,0,0,0,1,0,0
680840315,0,0,0,1,0,0
680840316,0,0,0,1,0,0
680840317,0,0,0,1,0,0
681800265,0,0,0,1,0,0
681800266,0,0,0,1,0,0
681800267,0,0,0,1,0,0
683820031,0,0,0,1,0,0
683820032,0,0,0,1,0,0
683820033,0,0,0,1,0,0
683820106,0,0,0,1,0,0
000746212,0,0,0,1,0,0
000746214,0,0,0,1,0,0
000746215,0,0,0,1,0,0
216950163,0,0,0,1,0,0
216950359,0,0,0,1,0,0
548681208,0,0,0,1,0,0
548682544,0,0,0,1,0,0
548684959,0,0,0,1,0,0
551542359,0,0,0,1,0,0
293000138,0,0,0,1,0,0
293000139,0,0,0,1,0,0
293000140,0,0,0,1,0,0
